acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
18,10,-985,-16800,8820,1750,-183,-207,720
21,6,-984,-17710,9030,1540,-178,-208,715
21,-1,-989,-17080,9100,2030,-193,-207,709
24,2,-1001,-15960,9170,1960,-184,-220,708
25,13,-1003,-14910,10150,560,-187,-217,712
27,25,-1008,-12040,12460,-700,-184,-219,711
26,28,-1004,-18270,15120,490,-201,-213,717
23,23,-1004,-21490,17500,1050,-198,-208,708
36,42,-1011,-24570,20230,1540,-193,-222,717
37,52,-996,-27020,22050,1120,-204,-213,715
46,50,-980,-27650,22470,1610,-204,-220,717
64,54,-993,-29890,22330,2940,-201,-225,711
76,57,-982,-31780,22610,3850,-208,-219,718
82,66,-1005,-33460,24010,4620,-207,-228,709
79,71,-992,-38430,26600,5320,-210,-225,718
79,79,-999,-40530,31640,6650,-213,-238,706
82,85,-972,-43540,36680,7840,-217,-238,720
88,101,-964,-42000,42350,8960,-231,-234,718
93,109,-969,-39060,40670,9240,-226,-247,715
111,114,-957,-33810,37870,9240,-231,-253,721
119,110,-962,-29190,35840,9730,-228,-243,721
134,108,-973,-30310,33810,10710,-232,-258,714
136,109,-966,-31500,33390,10710,-228,-250,717
141,121,-964,-33530,34090,10150,-238,-253,723
141,125,-952,-35140,33880,9100,-243,-261,714
139,125,-945,-33600,33040,8540,-246,-262,720
146,135,-955,-27650,32480,8400,-238,-271,714
152,147,-958,-24080,30800,7630,-243,-264,720
177,154,-966,-19530,29050,6790,-250,-267,715
183,160,-953,-21980,26810,6160,-250,-277,723
186,165,-948,-22890,26460,5460,-247,-267,720
187,169,-951,-24220,25480,5390,-252,-271,711
187,162,-942,-23450,25620,5460,-249,-273,715
189,161,-948,-20580,26250,5600,-261,-276,718
197,162,-942,-19250,26250,5040,-253,-291,714
201,159,-936,-17990,26810,3920,-261,-286,709
207,170,-944,-18690,26320,3220,-262,-280,720
209,177,-936,-18830,25410,1960,-267,-286,720
218,189,-944,-14910,25270,1120,-265,-291,718
227,190,-952,-10150,25130,980,-267,-294,714
230,175,-928,-5320,25130,840,-268,-288,712
235,179,-923,2030,25900,140,-265,-292,714
235,180,-924,1610,24990,-770,-271,-288,714
237,186,-931,980,22820,-1050,-268,-301,708
241,194,-941,1120,19670,-840,-261,-295,717
247,192,-952,1400,16310,-210,-267,-307,714
255,182,-955,1960,14910,1050,-262,-295,714
257,166,-940,1960,15820,1680,-267,-303,702
253,167,-925,1680,17850,1400,-264,-306,715
253,182,-923,350,19040,420,-261,-313,714
255,185,-907,700,18480,-700,-258,-309,711
263,186,-914,4340,16380,-700,-265,-306,711
270,180,-930,4480,11970,-280,-258,-309,712
271,177,-950,8890,7700,-700,-261,-297,702
271,180,-952,7560,8050,-910,-259,-309,703
274,182,-946,7490,11830,-630,-255,-303,700
279,174,-930,7560,15330,280,-265,-316,699
281,169,-926,4550,15400,1190,-261,-310,714
288,161,-930,1820,13160,1260,-258,-310,702
284,164,-934,3150,10920,350,-262,-319,700
298,168,-942,6510,9450,-1120,-247,-312,711
288,149,-946,12110,7630,-2520,-258,-309,706
290,162,-898,20930,5880,-3080,-250,-318,702
276,166,-912,23940,5530,-3640,-238,-321,703
279,172,-941,14630,3990,-3710,-249,-319,699
275,176,-956,5180,6090,-3430,-253,-319,703
283,175,-964,7700,7980,-2170,-247,-319,711
294,158,-942,11550,10710,-3220,-243,-322,706
303,150,-930,14210,14140,-3220,-250,-322,694
319,129,-918,13370,16520,-2170,-246,-331,709
311,109,-894,12460,17640,-770,-246,-322,702
292,132,-908,9170,16240,770,-247,-330,706
301,143,-922,4200,13860,560,-244,-324,705
307,144,-923,3710,12180,-280,-244,-336,708
315,148,-926,4270,10430,-490,-247,-333,693
323,152,-942,1260,9170,-770,-252,-318,702
331,147,-939,-4270,9940,-280,-241,-321,697
326,147,-912,-9520,13650,910,-255,-328,703
317,151,-907,-19460,19250,1750,-252,-324,699
324,168,-896,-20230,19040,1820,-249,-334,711
340,202,-906,-17780,17080,2030,-255,-334,694
322,234,-905,-15260,13020,3570,-246,-336,697
306,139,-932,-8610,9240,8960,-250,-337,694
345,108,-907,-420,5880,15610,-256,-337,694
344,140,-935,-630,5390,11200,-232,-340,699
342,162,-901,-11130,5040,6440,-252,-342,697
333,153,-895,-13160,6090,5670,-261,-340,703
330,143,-876,-15680,5740,6930,-249,-336,699
357,139,-894,-17430,5180,7000,-252,-336,696
355,166,-880,-28280,2870,1750,-259,-337,691
351,197,-892,-33180,2800,-350,-249,-343,697
339,211,-879,-42980,420,-2660,-259,-337,700
327,219,-893,-49910,-1820,-3360,-259,-337,691
329,221,-897,-54320,-2940,-2520,-279,-342,703
325,218,-914,-56490,-3430,-1260,-274,-346,708
311,217,-914,-57050,-3920,280,-273,-345,702
340,235,-887,-53410,-5320,140,-285,-342,690
343,237,-889,-46900,-6930,-1540,-271,-342,709
358,249,-869,-46900,-8820,-1610,-289,-336,699
304,257,-786,-52920,-8400,-1470,-295,-339,699
363,332,-1003,-71260,-8820,700,-312,-345,709
330,312,-912,-93660,-14490,-1960,-312,-336,700
338,282,-825,-48300,-3570,-1120,-310,-333,706
326,297,-836,-30240,2450,630,-316,-342,693
335,312,-852,-29470,350,1400,-304,-333,711
345,323,-858,-26670,-2310,910,-322,-336,703
357,332,-897,-23590,-3430,-630,-327,-337,703
353,340,-902,-25480,-3010,-2730,-325,-342,696
338,350,-878,-23660,-910,-4550,-324,-336,705
327,355,-845,-22120,-210,-4900,-321,-337,703
328,337,-857,-26460,-2030,-4970,-325,-334,703
323,338,-850,-35560,-5040,-5180,-327,-336,706
321,373,-860,-39060,-7350,-6020,-333,-331,706
326,398,-895,-41720,-11970,-5950,-336,-337,702
338,406,-901,-33460,-10150,-2660,-331,-333,703
332,384,-899,-18410,-3220,2590,-348,-327,705
332,366,-848,-5110,3920,7630,-333,-333,706
324,371,-803,980,7840,9730,-345,-334,697
328,401,-818,-5530,5180,6860,-349,-333,702
331,385,-869,-19740,-1330,2170,-346,-339,688
329,365,-863,-23450,-5530,2170,-352,-325,694
333,358,-893,-16310,-5040,3710,-348,-334,711
332,365,-885,-8960,-2730,2590,-346,-331,700
326,414,-866,560,980,1120,-349,-337,700
329,415,-877,6300,8540,2520,-349,-328,699
325,412,-861,9520,12600,6020,-348,-330,693
301,428,-860,16940,15680,7770,-351,-334,711
311,405,-868,20020,18480,6510,-348,-349,694
318,377,-847,28070,22680,1190,-349,-330,699
358,317,-818,33390,25900,-7140,-343,-348,691
385,275,-828,36680,25480,-13020,-327,-349,690
374,278,-851,22470,14700,-6860,-334,-339,690
375,296,-858,18620,9730,-1750,-333,-342,697
394,308,-865,24640,11270,420,-334,-348,699
371,336,-852,33180,14070,2450,-324,-339,687
369,341,-872,29400,11060,4480,-334,-352,691
365,326,-853,34370,8330,0,-318,-352,691
355,321,-819,43540,7490,-1890,-327,-351,700
361,321,-818,48650,8050,-1330,-315,-360,699
369,319,-828,46410,7840,2030,-319,-343,706
375,296,-873,41300,7070,2940,-312,-354,699
391,237,-894,34930,5600,2380,-300,-361,694
372,274,-901,34160,6020,-1400,-294,-354,697
358,290,-872,27090,4970,-4900,-300,-355,696
364,289,-870,27230,6650,-5390,-288,-357,700
387,275,-888,23800,6440,-4130,-300,-354,697
406,257,-917,17430,6230,-2030,-300,-363,687
412,255,-896,13090,7700,-70,-298,-354,694
390,268,-892,21000,14070,350,-288,-361,691
330,284,-888,21560,15890,700,-295,-355,685
359,261,-837,25690,18200,-630,-292,-360,697
348,266,-863,31220,19530,-1960,-288,-364,693
367,246,-895,27720,17290,-2100,-288,-363,687
372,244,-927,30030,17080,-3360,-280,-363,693
437,223,-905,38990,18410,-4760,-279,-372,688
470,201,-897,51660,20790,-5880,-283,-358,679
468,189,-869,55370,20230,-5040,-271,-363,678
432,213,-879,52150,20300,-2380,-282,-373,691
340,251,-876,50120,23870,3640,-255,-369,684
371,192,-862,24640,21350,2380,-265,-372,690
411,153,-855,29330,19880,-1330,-255,-364,676
401,166,-913,32550,18270,-2590,-250,-372,678
447,129,-840,39970,18550,-280,-243,-381,678
446,130,-880,51520,21840,1680,-247,-378,676
453,145,-868,41160,21140,3990,-244,-393,679
445,167,-844,39480,24220,4620,-247,-375,676
429,184,-865,37800,26880,3710,-244,-390,679
424,166,-853,31710,25760,70,-237,-390,670
439,160,-833,28910,25270,-3920,-235,-379,667
479,130,-833,22750,25410,-6370,-237,-379,678
492,119,-872,10290,24710,-4550,-240,-394,664
479,151,-857,-1960,23310,770,-232,-393,673
471,151,-849,-5390,25900,5040,-237,-393,672
455,140,-826,-8610,24150,3360,-238,-393,670
451,143,-836,-10290,21840,1610,-222,-391,664
449,151,-862,-16100,18830,2520,-238,-393,663
435,148,-901,-22750,16520,5460,-234,-396,669
512,144,-885,-22470,18550,7350,-241,-402,664
541,109,-903,-13440,22470,8260,-241,-409,661
533,107,-883,-7980,24430,11550,-235,-399,663
512,126,-846,-770,28840,13790,-243,-405,658
504,146,-832,6440,31500,13930,-229,-412,651
516,126,-842,9940,30380,12180,-241,-415,649
525,116,-781,15260,29190,9030,-232,-412,657
508,137,-788,17430,23380,5880,-238,-415,645
496,134,-776,12250,19600,4480,-216,-423,645
518,131,-786,8890,16520,2730,-226,-411,654
533,124,-789,3430,15610,1890,-223,-426,645
562,114,-831,-1960,15890,2030,-223,-421,646
569,132,-844,-6720,18690,3360,-226,-412,652
572,146,-833,-8470,21980,4970,-228,-421,646
560,134,-812,-8540,23870,3780,-231,-417,649
541,115,-795,-8050,23590,1400,-226,-418,642
533,102,-779,-10150,22120,-420,-229,-418,648
557,103,-803,-11270,21070,-910,-229,-424,646
568,104,-815,-2240,19810,2940,-220,-432,646
578,114,-817,5110,20300,4830,-223,-426,637
571,138,-797,10990,22330,6510,-222,-430,646
598,129,-783,13580,23030,8050,-235,-430,634
570,174,-787,13370,23940,8260,-234,-433,643
589,150,-761,9310,23660,6650,-234,-436,639
592,149,-774,3290,20720,1610,-214,-436,639
625,113,-821,-490,16310,-2030,-223,-438,636
629,74,-818,420,13020,-5810,-219,-433,633
611,79,-822,9870,15120,-4760,-235,-445,631
575,98,-801,17570,18620,1330,-231,-441,630
549,163,-766,18270,19460,8050,-226,-436,633
591,131,-777,2100,12530,9800,-216,-436,624
607,117,-779,-9730,11480,7910,-219,-447,630
625,88,-791,-18620,12250,7560,-219,-441,625
661,71,-767,-21630,11830,7490,-214,-447,625
650,82,-767,-18130,9240,8540,-217,-454,628
626,99,-747,-16450,6650,10500,-220,-444,628
597,119,-725,-15610,4900,10850,-220,-447,625
582,130,-729,-19670,2870,10640,-226,-454,633
574,118,-691,-26530,1960,9520,-231,-450,627
562,133,-690,-31290,3710,8050,-225,-432,627
625,110,-838,-40110,6860,7770,-228,-442,633
645,137,-1116,-52430,8540,4130,-229,-436,627
591,97,-111,35980,17780,3010,-228,-445,637
632,136,-822,113330,42140,1400,-220,-444,621
626,85,-682,7140,23870,4480,-226,-450,622
640,111,-754,25130,21070,1890,-219,-453,628
652,116,-789,20580,13370,280,-217,-445,627
671,104,-839,24990,11480,-700,-217,-460,622
665,107,-821,30940,10640,-1400,-207,-457,612
640,119,-676,38430,11760,-1540,-208,-454,612
605,148,-645,35700,15680,490,-210,-466,615
625,111,-709,6300,19810,2940,-207,-457,616
650,120,-716,-25060,22960,4200,-219,-451,607
638,143,-713,-56910,25690,6370,-208,-451,612
608,147,-718,-66500,24290,4200,-219,-468,612
601,141,-715,-73850,23100,490,-217,-457,612
631,142,-747,-79870,21560,-1260,-234,-469,616
674,147,-770,-84420,19600,-350,-238,-469,607
713,157,-832,-80990,20440,1050,-247,-468,615
721,148,-818,-68950,23730,2520,-234,-474,615
694,150,-712,-38220,31570,2520,-243,-468,604
649,169,-698,-13160,40250,3850,-237,-480,603
623,175,-664,-2590,45150,6440,-237,-469,604
652,173,-655,6440,44380,7350,-250,-478,597
715,151,-707,7210,40810,5880,-231,-484,597
734,145,-732,2730,39340,4060,-238,-493,607
737,146,-715,7630,42700,5740,-244,-486,594
729,154,-673,17220,47180,8750,-232,-495,595
723,162,-646,23870,49910,10290,-240,-496,586
718,155,-648,23870,49490,9940,-235,-493,592
722,136,-632,19670,47530,8330,-229,-492,582
733,137,-625,18900,46550,7490,-226,-508,583
751,148,-621,14210,44590,9310,-225,-502,568
782,126,-663,7980,42210,9730,-228,-511,574
810,105,-668,6090,39970,9380,-220,-508,576
794,134,-649,14910,40390,10780,-228,-510,579
781,139,-641,29540,40740,11480,-232,-504,562
772,127,-626,30660,40600,11200,-210,-516,564
763,121,-612,29750,40670,11760,-207,-510,559
758,119,-581,28560,41020,13020,-210,-514,552
775,121,-591,26180,41160,13790,-207,-519,555
803,107,-600,19600,39410,13720,-207,-520,541
828,87,-602,17360,38780,12950,-214,-516,556
837,81,-611,18690,39480,12600,-207,-517,546
837,66,-582,22680,40600,12670,-207,-520,541
826,53,-538,31360,42630,12320,-199,-522,537
798,63,-531,32060,40950,13230,-186,-526,535
790,69,-519,27930,38220,13370,-195,-528,523
803,67,-519,15960,34720,10780,-195,-541,531
809,64,-531,10220,34300,8820,-184,-531,525
835,47,-513,7980,34580,7210,-195,-529,519
868,37,-513,10640,35770,6090,-181,-543,519
864,35,-509,12740,35630,4970,-190,-541,523
830,49,-484,13090,35980,3640,-175,-541,513
812,66,-463,11690,37030,3220,-192,-543,508
813,71,-464,5880,36680,2590,-187,-537,501
833,71,-473,-4620,35280,770,-183,-540,501
866,55,-472,-13300,34440,-1610,-180,-543,493
875,56,-475,-18130,34790,-3290,-175,-552,495
866,52,-470,-21280,36960,-4690,-178,-544,486
855,55,-466,-16940,36470,-6790,-192,-552,486
843,56,-458,-11900,36330,-7490,-181,-552,489
846,47,-443,-7070,37450,-7210,-187,-556,483
868,31,-435,-2100,39270,-5460,-180,-549,478
891,40,-441,980,40390,-2100,-183,-556,475
925,45,-433,3080,40740,1470,-181,-553,481
922,55,-437,5880,40740,3010,-186,-553,475
911,71,-423,6930,40670,3220,-190,-559,481
906,66,-408,6300,41020,2100,-186,-561,463
897,63,-404,2240,40460,280,-181,-565,472
893,60,-383,-1820,39760,-1610,-183,-550,460
899,55,-375,-3080,40040,-2380,-190,-555,459
912,52,-367,-3430,39690,-2800,-187,-570,462
918,52,-345,-4480,38430,-3780,-184,-573,453
916,68,-352,-7070,36330,-4690,-196,-573,447
916,77,-366,-12880,33250,-4690,-180,-571,453
923,65,-357,-15050,31570,-6160,-193,-574,447
927,61,-373,-14280,31150,-7140,-192,-576,448
943,68,-393,-12250,30520,-6160,-187,-577,451
936,73,-375,-4970,31640,-4550,-187,-574,445
931,78,-359,4410,34300,-3500,-183,-567,436
936,80,-349,10150,36750,-2240,-193,-576,438
937,77,-328,11130,38290,-840,-187,-580,430
951,75,-302,10990,39200,280,-187,-571,430
963,78,-300,10430,37380,2520,-184,-582,438
966,72,-307,6930,34860,3780,-178,-577,426
963,88,-303,4970,31780,3920,-180,-582,418
961,82,-292,5250,30240,3430,-180,-580,421
952,79,-288,1960,29050,2590,-178,-582,414
951,72,-277,-2310,28070,2170,-198,-582,418
949,61,-273,-3780,27860,1540,-193,-582,406
935,45,-268,-4620,27300,840,-190,-585,409
929,42,-258,-2380,27440,1190,-177,-582,408
933,55,-259,3080,27930,3080,-178,-582,408
956,72,-244,7140,28210,5670,-189,-594,408
975,73,-245,6930,28210,6300,-189,-580,399
985,64,-236,3430,27300,4760,-181,-595,394
983,59,-238,1820,26530,2870,-183,-582,391
974,61,-232,560,25410,1330,-178,-585,388
960,63,-220,1190,24850,560,-192,-585,388
953,63,-218,210,24360,1050,-172,-586,378
948,64,-211,-2870,24500,1960,-180,-589,396
948,57,-208,-6720,24780,2800,-175,-583,387
964,53,-208,-10150,24850,3080,-186,-580,382
970,47,-206,-13650,24640,3220,-183,-592,375
968,53,-209,-14840,25060,3080,-181,-586,379
966,55,-180,-14350,25690,3080,-180,-588,373
965,67,-188,-13160,25410,2940,-181,-598,375
980,68,-189,-16590,24710,2940,-181,-589,370
993,56,-194,-18900,24500,2450,-181,-594,378
990,53,-194,-19880,25480,2520,-184,-591,370
986,47,-173,-17570,27090,2800,-180,-597,363
976,45,-156,-12530,28560,2310,-178,-598,370
972,40,-138,-11130,28140,1610,-183,-595,358
971,45,-147,-10990,26460,630,-180,-591,358
984,58,-153,-12600,24150,210,-174,-592,357
985,64,-144,-13020,23030,-70,-178,-592,360
994,66,-153,-13580,22400,-420,-178,-598,360
1011,49,-161,-15820,21840,-350,-180,-601,357
1002,47,-143,-11900,22120,280,-186,-597,357
986,45,-128,-4900,22890,630,-175,-603,348
983,50,-114,-1470,22820,1470,-177,-589,349
984,53,-116,-910,21840,2520,-178,-595,349
982,56,-113,-2100,21070,3010,-183,-594,339
996,70,-125,-2380,21000,3360,-178,-603,349
1002,69,-124,-2730,21210,3500,-187,-595,349
1009,63,-107,-70,22820,2380,-180,-604,343
991,57,-104,910,24150,1190,-177,-612,340
972,50,-73,1330,25130,210,-178,-607,339
986,43,-79,1190,25270,-770,-174,-589,339
993,51,-72,350,23170,-280,-175,-589,333
995,61,-59,840,22680,630,-181,-600,337
993,65,-59,-1050,21560,910,-192,-597,328
987,61,-60,-4830,19880,-140,-175,-607,330
993,56,-66,-6720,18130,-1400,-183,-603,328
998,58,-71,-7140,16800,-1820,-184,-594,324
992,59,-51,-5670,16800,-1330,-181,-595,327
987,61,-44,-3640,17080,-980,-168,-597,315
987,56,-44,-4690,16730,-700,-180,-594,315
990,54,-47,-6090,16030,-420,-180,-598,316
1003,46,-37,-6370,15330,700,-180,-589,322
990,48,-21,-5040,15400,2310,-174,-589,322
988,58,-17,-560,13300,4340,-166,-604,313
989,54,-13,-280,10150,3710,-178,-591,306
997,48,-14,-1470,6580,2310,-175,-603,310
1012,48,-21,-2240,2800,700,-178,-598,316
1021,50,-24,-1400,-980,-770,-177,-594,316
1007,54,-34,-630,-4270,-2100,-172,-594,322
998,50,-41,-770,-6860,-2940,-187,-597,316
993,44,-43,-140,-8190,-3150,-175,-595,318
993,43,-48,1260,-8050,-3010,-165,-603,321
989,49,-52,2870,-7700,-1960,-177,-591,324
990,44,-54,5250,-7070,-1190,-177,-601,319
1000,58,-68,5950,-6860,-490,-178,-598,315
1009,68,-71,6230,-5180,1610,-184,-597,322
1009,63,-66,6440,-3570,1960,-180,-598,316
1006,55,-51,5740,-1890,2310,-174,-598,315
997,46,-48,5110,-420,2520,-169,-591,316
991,42,-46,4410,-700,2380,-184,-597,312
990,42,-49,4760,-1330,1960,-178,-595,322
999,44,-55,4830,-2380,1610,-169,-597,319
1008,47,-59,5040,-2730,1400,-172,-585,321
1017,49,-61,4900,-2730,1400,-171,-592,321
1013,46,-63,4200,-2100,1540,-177,-591,313
992,43,-54,3360,-1190,1610,-177,-594,316
991,46,-52,4270,840,1610,-166,-607,316
993,44,-43,3150,1680,1400,-181,-598,313
980,41,-43,1680,2170,630,-177,-598,316
988,37,-41,70,1750,-560,-174,-604,325
1001,39,-46,-630,770,-1400,-171,-595,316
1013,42,-50,-1050,-140,-1820,-174,-610,306
1025,47,-61,-490,-1120,-2170,-177,-591,316
1012,49,-64,560,-1540,-2520,-171,-600,310
996,46,-55,2030,-1190,-2660,-178,-607,315
988,46,-48,3360,0,-2100,-165,-598,321
984,54,-45,3010,770,-1540,-169,-600,318
1003,50,-52,1750,1190,-1190,-169,-594,312
1004,47,-52,-2310,770,-1680,-178,-598,324
1006,48,-55,-1540,980,-1330,-174,-598,322
1006,50,-54,-140,980,-770,-177,-598,316
1000,48,-46,840,980,-630,-175,-595,316
994,48,-45,770,1190,-490,-174,-600,313
994,43,-44,-420,1260,-560,-168,-594,319
993,40,-41,-1260,1470,-840,-168,-600,312
996,39,-41,-1610,1330,-910,-178,-597,312
1000,41,-44,-1750,840,-770,-174,-597,307
1002,47,-50,-1330,70,-560,-174,-592,310
998,45,-48,-210,-490,-350,-177,-601,324
996,45,-46,980,140,-140,-181,-600,313
997,50,-48,840,280,-210,-168,-601,322
999,53,-47,910,560,-350,-175,-598,315
1002,46,-43,420,910,-910,-178,-607,322
1000,47,-47,-560,1190,-1260,-181,-588,312
996,44,-50,-1400,1400,-1260,-184,-592,318
991,47,-46,-1540,2100,-910,-180,-606,316
990,49,-41,-1680,3080,-630,-180,-603,309
996,48,-35,-2310,3990,-630,-174,-597,306
1004,46,-38,-3500,4130,-770,-174,-604,312
1006,42,-36,-4200,3430,-1120,-177,-597,321
1014,38,-30,-2590,2590,-1190,-172,-603,316
1003,40,-45,-910,1540,-1470,-177,-586,315
993,43,-40,1400,-280,-1820,-177,-597,318
982,46,-38,2520,-70,-1540,-177,-598,309
987,51,-31,2240,350,-910,-169,-601,313
995,54,-33,1610,700,-560,-175,-600,313
1003,51,-34,-210,910,-140,-178,-603,313
1003,50,-33,-1470,700,210,-172,-594,306
1003,46,-38,-1680,560,700,-177,-592,310
1004,43,-41,-1890,-140,910,-178,-603,319
1001,42,-38,-700,-700,910,-177,-598,315
999,42,-33,1260,-1120,980,-175,-595,313
995,42,-28,2380,-1470,1120,-178,-601,315
995,46,-30,2730,-1890,1120,-177,-591,306
995,45,-32,1890,-3570,350,-181,-598,313
998,44,-39,630,-4270,-350,-177,-601,303
1003,44,-49,-420,-4690,-840,-177,-607,315
1006,44,-51,-420,-4760,-910,-172,-595,315
1004,45,-47,840,-4130,-770,-177,-603,313
1001,45,-42,2240,-3570,-140,-178,-592,316
998,49,-40,2800,-3360,560,-174,-598,315
995,48,-37,2730,-3360,910,-178,-588,310
994,45,-40,1890,-3360,770,-181,-603,307
997,44,-47,630,-3430,560,-171,-606,310
1002,37,-51,70,-3080,770,-171,-586,310
1001,36,-47,840,-1540,1750,-177,-592,310
1003,31,-46,1820,-1050,1890,-175,-597,307
999,34,-45,2520,-1260,1820,-178,-597,312
998,36,-40,3780,-1680,1750,-180,-598,312
996,35,-38,4690,-1960,1540,-175,-600,310
993,38,-41,4200,-2520,840,-168,-595,310
993,36,-41,2870,-2730,-140,-174,-600,304
978,32,-51,1050,-2590,-1120,-180,-600,309
992,35,-44,-560,-2240,-1680,-174,-597,315
1002,39,-54,70,-1260,-1260,-172,-609,313
1015,42,-56,-910,-280,-700,-163,-591,318
1007,38,-51,-980,700,-490,-181,-598,307
997,36,-46,-910,2450,-770,-172,-597,312
994,38,-46,-1120,2800,-980,-163,-600,304
999,42,-46,-1820,2940,-1190,-183,-606,309
1001,41,-52,-2030,3220,-1470,-181,-597,306
1005,41,-43,-2030,3290,-1750,-172,-592,313
1005,35,-33,1050,4270,-2030,-177,-592,312
1005,40,-46,70,4060,-1890,-169,-597,316
1003,43,-40,-1190,3780,-1610,-172,-601,306
1000,40,-40,-1190,4270,-1820,-169,-591,309
998,36,-32,-2170,4830,-1890,-174,-595,309
995,29,-27,-2450,5110,-2030,-183,-591,313
995,37,-24,-2450,4690,-2170,-166,-597,297
999,42,-30,-980,1960,-2730,-172,-600,303
1002,40,-33,-980,490,-3360,-171,-585,316
999,40,-32,-770,-140,-3570,-174,-600,312
996,45,-33,-420,-350,-3430,-172,-591,309
998,46,-37,-210,-280,-3080,-174,-600,303
996,46,-36,-280,-70,-2590,-177,-588,301
995,42,-30,210,630,-1750,-178,-586,298
1000,42,-30,350,770,-1120,-168,-589,307
1001,47,-31,840,420,-840,-177,-598,306
1002,45,-34,1400,-420,-1050,-175,-598,306
1002,44,-37,2310,-770,-1260,-180,-601,307
1000,44,-39,1750,-1190,-770,-171,-597,304
999,43,-39,1890,-560,-210,-165,-597,307
1002,46,-37,2310,70,700,-181,-598,303
1001,47,-33,2730,560,1680,-184,-592,306
999,49,-26,3150,1050,2520,-178,-595,303
998,46,-28,2940,1190,2940,-183,-601,306
999,42,-30,1960,910,2660,-171,-603,306
997,37,-30,1050,770,2240,-180,-595,315
998,37,-31,420,1050,1890,-169,-597,312
997,37,-28,70,1190,1610,-174,-603,306
1000,32,-22,70,1260,1610,-174,-595,312
1009,34,-17,140,910,1820,-172,-598,303
1017,38,-15,1750,-2240,1260,-162,-601,318
1010,36,-21,2240,-3990,140,-171,-585,297
995,35,-31,1400,-5670,-1330,-171,-600,303
982,31,-35,700,-6580,-2240,-174,-586,304
984,23,-36,490,-6510,-2170,-175,-592,313
996,23,-35,1400,-6370,-1470,-172,-591,319
1004,22,-45,3080,-6580,-490,-172,-591,315
1009,17,-44,4760,-7630,630,-171,-610,309
1009,22,-50,8400,-8330,1820,-162,-595,303
1015,33,-48,11550,-9240,3640,-166,-597,312
1000,40,-39,15190,-9520,5390,-172,-588,304
998,41,-36,17360,-9940,6580,-172,-606,312
995,32,-38,16870,-10920,6230,-165,-600,309
989,27,-36,16310,-11900,6090,-169,-597,303
986,23,-32,16590,-12880,5810,-159,-591,315
984,22,-40,16940,-13860,5530,-157,-600,312
982,24,-41,16030,-15400,5180,-162,-594,312
983,24,-38,15680,-16520,4690,-166,-597,313
983,30,-40,14350,-17080,3850,-159,-583,307
964,39,-52,11550,-17640,3010,-162,-600,315
969,35,-46,8260,-18270,1750,-166,-589,322
976,34,-59,5390,-18690,1050,-169,-597,318
993,29,-69,1960,-19180,980,-166,-589,322
1001,30,-90,280,-19460,1050,-163,-595,331
995,26,-85,2240,-18620,1260,-171,-601,324
987,22,-84,2310,-18340,980,-156,-595,319
988,12,-83,1120,-18410,630,-163,-591,327
989,0,-87,140,-18760,490,-160,-592,327
1001,-1,-105,140,-19250,1120,-174,-588,333
1007,1,-102,2310,-19670,2030,-157,-583,337
1012,5,-115,6580,-20020,2800,-156,-594,349
1017,5,-121,8680,-20930,3430,-154,-589,334
1016,11,-134,11550,-21210,4060,-166,-598,331
1007,22,-134,13930,-20790,4550,-160,-594,340
1003,21,-129,16240,-19600,4690,-165,-592,337
988,13,-125,15260,-18620,4060,-166,-595,339
992,-1,-113,8470,-19040,1680,-153,-592,333
992,-6,-134,6300,-19740,350,-160,-588,342
994,-9,-145,4200,-20790,-70,-163,-591,333
996,-6,-146,6370,-21140,-210,-160,-591,343
993,0,-144,8750,-21210,-70,-156,-586,340
990,10,-149,10430,-20720,350,-148,-582,346
992,15,-145,10990,-19740,980,-153,-582,358
989,16,-144,8680,-19250,910,-154,-588,349
985,17,-143,6160,-19250,140,-163,-585,354
984,13,-151,3150,-19880,-1330,-150,-586,354
966,-6,-156,-350,-21000,-2380,-157,-597,348
966,-4,-168,-700,-21280,-2450,-160,-589,369
972,-4,-165,1960,-21420,-1540,-150,-582,351
972,4,-167,5040,-21630,-1050,-156,-585,355
976,4,-173,5110,-22190,-1260,-156,-576,357
978,6,-189,5250,-23100,-1680,-157,-589,360
985,4,-193,4060,-23380,-1540,-165,-588,361
983,0,-204,4060,-23100,-1540,-163,-588,358
979,-4,-205,4410,-22960,-1610,-163,-589,369
981,-11,-212,7070,-23380,-1400,-151,-588,369
987,-17,-217,9590,-23730,-280,-157,-582,366
986,-11,-223,14280,-23800,2450,-156,-586,370
990,0,-212,19810,-24010,5880,-160,-583,366
980,0,-221,25270,-23870,7840,-153,-579,372
982,-4,-218,22120,-24710,6300,-151,-579,373
980,-3,-221,21280,-24430,5180,-156,-586,375
981,-7,-227,18060,-25060,4480,-141,-580,381
976,-10,-222,17640,-25480,3010,-148,-585,366
978,-17,-240,17920,-26320,1610,-151,-585,379
970,-15,-244,17920,-27230,490,-154,-576,373
962,-10,-244,18690,-26950,-210,-157,-574,379
947,-6,-239,17780,-25270,-630,-156,-582,378
945,-6,-249,13790,-23940,-980,-139,-585,378
940,-16,-264,7980,-23730,-1820,-151,-582,373
959,-12,-268,3850,-23730,-2520,-151,-582,388
968,-11,-280,3150,-23660,-2660,-148,-579,385
969,-16,-284,2380,-25270,-3150,-145,-583,403
